,Unnamed: 0,year,rank,song,artist
1668,1668,1976,69,For A Dancer,Prelude
1669,1669,1976,70,Yesterday's Hero,John Paul Young
1670,1670,1976,71,Break Away,Art Garfunkel
1671,1671,1976,72,Sweet Love,Commodores
1672,1672,1976,73,Back To The Island,Leon Russell
1673,1673,1976,74,"December, 1963 (Oh, What a Night)",The 4 Seasons
1674,1674,1976,75,"Soul Train ""75""",Soul Train Gang
1675,1675,1976,76,I Cheat The Hangman,The Doobie Brothers
1676,1676,1976,77,The White Knight,Cledus Maggard And The Citizen's Band
1677,1677,1976,78,Don't Cry Joni,Conway Twitty with Joni Lee
1678,1678,1976,79,Love Is The Drug,Roxy Music
1679,1679,1976,80,Lady Bump,Penny Mclean
1680,1680,1976,81,Bohemian Rhapsody,Queen
1681,1681,1976,82,Sweet Thing,Rufus Featuring Chaka Khan
1682,1682,1976,83,Art For Art's Sake,10cc
1683,1683,1976,84,That's Why I Love You,Andrew Gold
1684,1684,1976,85,Only Sixteen,Dr. Hook
1685,1685,1976,86,Amazing Grace (used To Be Her Favorite Song),Amazing Rhythm Aces
1686,1686,1976,87,Chain Gang Medley,Jim Croce
1687,1687,1976,88,Funky Weekend,The Stylistics
1688,1688,1976,89,Every Beat Of My Heart,Crown Heights Affair
1689,1689,1976,90,Hollywood Hot,The Eleventh Hour
1690,1690,1976,91,The Zip,MFSB
1691,1691,1976,92,Happy,Eddie Kendricks
1692,1692,1976,93,Make Love To Your Mind,Bill Withers
1693,1693,1976,94,Breakfast For Two,Country Joe McDonald
1694,1694,1976,95,I Believe In Father Christmas,Greg Lake
1695,1695,1976,96,Blue Guitar,Justin Hayward & John Lodge
1696,1696,1976,97,Who Loves You,The 4 Seasons
1697,1697,1976,98,Dream Weaver,Gary Wright
1698,1698,1976,99,Valentine Love,Norman Connors
1699,1699,1976,100,Daydreamer,C.C. & Company
